Gene ID	Gene Name	SRR1839796	SRR1839800	SRR1839795	SRR1839804	SRR1839802	SRR1839801	SRR1839803	SRR1839797	SRR1839794	SRR1839792	SRR1839799	SRR1839791	SRR1839798	SRR1839793
ENSG00000011638	TMEM159	101	82	110	126	82	94	55	75	147	53	63	183	91	20
ENSG00000011677	GABRA3	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000012048	BRCA1	129	75	105	117	92	66	86	76	139	30	29	151	68	22
ENSG00000012061	ERCC1	594	477	536	563	399	396	389	441	558	516	439	506	466	321
ENSG00000012124	CD22	682	1328	1164	1136	1653	1313	1294	446	1463	1110	715	1054	1067	835
ENSG00000012171	SEMA3B	6	19	12	9	13	13	11	18	63	14	10	42	19	18
ENSG00000012174	MBTPS2	66	30	34	85	47	27	71	15	84	6	12	97	18	6
ENSG00000012211	PRICKLE3	192	137	165	145	123	121	97	129	235	104	107	243	132	65
ENSG00000012223	LTF	2497	88	380	904	435	983	396	224	271	507	654	645	560	576
ENSG00000012232	EXTL3	1578	1638	1424	1395	1292	710	929	1849	2624	1560	690	2795	1097	900
ENSG00000012504	NR1H4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000012660	ELOVL5	3313	2210	2529	3510	2675	1789	2751	2074	3697	400	929	4505	1292	318
ENSG00000012779	ALOX5	8391	8397	7646	5578	5533	5057	4068	10426	11792	7124	3900	9000	6466	3608
ENSG00000012817	KDM5D	0	0	896	0	1104	1	1110	0	0	0	0	0	685	0
ENSG00000012822	CALCOCO1	2985	2295	2100	2729	1892	1808	1801	2653	3274	1618	1487	3209	1769	865
ENSG00000012963	UBR7	303	234	308	383	271	226	305	197	316	66	146	390	187	60
ENSG00000012983	MAP4K5	162	69	113	286	144	85	195	61	181	11	63	264	87	10
ENSG00000013016	EHD3	382	194	189	203	160	157	168	136	267	116	94	288	160	65
ENSG00000013275	PSMC4	973	723	928	811	722	757	518	771	832	783	826	808	854	460
ENSG00000013288	MAN2B2	2012	1558	1382	1689	1127	991	1108	1546	2387	664	871	1877	1266	377
ENSG00000013293	SLC7A14	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000013297	CLDN11	0	2	3	2	0	1	2	0	1	0	1	0	0	0
ENSG00000013306	SLC25A39	16797	7769	13971	8936	13833	11012	14684	10998	14697	11436	15342	11220	14022	17679
ENSG00000013364	MVP	6661	5704	6065	3882	4057	5101	2758	6359	8094	7226	4563	7210	5134	5301
ENSG00000013374	NUB1	2087	1073	1420	1537	1233	1594	901	1361	1696	663	1011	1486	2185	587
ENSG00000013375	PGM3	109	91	82	157	101	68	87	40	105	10	46	142	30	7
ENSG00000013392	RWDD2A	37	38	25	44	25	29	34	28	25	9	14	39	28	2
ENSG00000013441	CLK1	1713	941	1295	2057	1063	633	2091	736	1934	117	470	3060	427	71
ENSG00000013503	POLR3B	116	58	95	131	79	60	90	38	99	33	44	103	64	29
ENSG00000013523	ANGEL1	338	265	252	435	264	243	288	188	493	80	179	539	223	71
ENSG00000013561	RNF14	254	166	236	346	257	147	265	136	257	44	125	308	179	39
ENSG00000013563	DNASE1L1	285	217	215	246	216	202	174	221	372	139	169	352	214	140
ENSG00000013573	DDX11	79	216	282	48	171	275	161	111	324	23	157	469	182	105
ENSG00000013583	HEBP1	313	199	259	245	221	270	166	264	283	157	306	234	261	96
ENSG00000013588	GPRC5A	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000013619	MAMLD1	12	5	14	38	13	9	17	19	50	6	2	13	19	7
ENSG00000013725	CD6	3719	2357	2059	2630	2293	3018	2136	1538	5152	1982	2275	4192	1873	1565
ENSG00000013810	TACC3	3268	3327	3537	2212	2403	2109	1600	4220	4321	3893	1976	3238	2397	1961
ENSG00000014123	UFL1	203	84	137	334	192	85	261	60	184	21	40	410	91	17
ENSG00000014138	POLA2	115	87	70	97	75	69	50	54	116	96	76	102	73	70
ENSG00000014164	ZC3H3	766	646	600	522	529	526	364	746	1270	1040	607	949	661	595
ENSG00000014216	CAPN1	2828	2699	2690	2356	2109	2142	1543	2494	3385	2159	1859	3140	2308	1225
ENSG00000014257	ACP3	424	191	215	385	279	179	216	251	211	65	90	425	145	31
ENSG00000014641	MDH1	437	149	326	257	304	211	196	151	203	123	111	268	264	132
ENSG00000014824	SLC30A9	233	116	171	231	160	105	218	56	172	16	52	319	103	28
ENSG00000014914	MTMR11	370	204	354	235	260	245	267	236	254	102	211	283	304	51
ENSG00000014919	COX15	429	285	382	415	306	287	315	246	408	160	227	421	285	160
ENSG00000015133	CCDC88C	2546	1805	1485	2580	1650	1569	1588	1059	3579	599	1222	3228	1625	518
ENSG00000015153	YAF2	151	119	119	163	118	86	153	86	157	37	63	212	78	33
ENSG00000015171	ZMYND11	323	186	203	587	377	173	452	115	405	19	106	606	153	20
ENSG00000015285	WAS	8774	7557	7777	5641	4830	5787	3510	10369	11010	11653	5883	9601	6596	6726
ENSG00000015413	DPEP1	1	0	0	0	1	1	0	0	0	0	0	2	0	0
ENSG00000015475	BID	1842	1589	1810	1102	1221	1241	878	1708	1635	1964	843	1646	1377	983
ENSG00000015479	MATR3	28	22	19	52	20	13	77	7	42	3	29	70	11	4
ENSG00000015520	NPC1L1	0	0	3	0	0	0	3	2	2	0	0	2	3	0
ENSG00000015532	XYLT2	403	369	301	344	311	327	253	243	593	274	275	505	336	183
ENSG00000015568	RGPD5	0	1	0	0	0	0	0	0	4	0	0	1	1	0
ENSG00000015592	STMN4	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000015676	NUDCD3	1053	758	772	1103	744	825	750	646	1305	529	675	1163	745	281
ENSG00000016082	ISL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000016391	CHDH	5	7	3	1	6	5	7	0	12	0	1	14	3	0
ENSG00000016402	IL20RA	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000016490	CLCA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000016602	CLCA4	0	0	0	1	0	0	0	0	0	0	2	0	0	0
ENSG00000016864	GLT8D1	390	242	308	405	277	232	293	223	333	112	168	408	231	76
ENSG00000017260	ATP2C1	432	280	360	559	330	250	378	223	449	61	160	604	225	57
ENSG00000017427	IGF1	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ENSG00000017483	SLC38A5	563	568	847	345	443	882	341	325	868	359	662	503	499	520
ENSG00000017797	RALBP1	2082	1422	1624	1360	1156	1034	1047	1503	1796	841	516	2412	1107	533
ENSG00000018189	RUFY3	187	138	167	268	163	135	180	116	217	41	82	297	117	27
ENSG00000018236	CNTN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000018280	SLC11A1	11003	12085	8354	4046	6041	5784	4445	12903	12218	8856	4277	16733	6027	8081
ENSG00000018408	WWTR1	1	4	3	10	4	2	8	3	6	8	0	8	2	5
ENSG00000018510	AGPS	391	183	249	421	316	188	362	162	311	51	108	441	194	39
ENSG00000018607	ZNF806	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000018610	STEEP1	137	78	138	129	104	93	127	56	99	35	68	147	56	31
ENSG00000018625	ATP1A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000018699	TTC27	163	70	96	162	129	110	107	67	132	23	49	100	89	26
ENSG00000018869	ZNF582	17	16	29	28	24	7	20	10	23	1	5	25	13	4
ENSG00000019102	VSIG2	224	106	148	61	52	69	102	124	112	74	85	112	78	112
ENSG00000019144	PHLDB1	5	10	10	7	13	4	9	5	15	6	14	12	7	3
ENSG00000019169	MARCO	76	75	94	117	85	114	83	152	156	83	86	61	106	87
ENSG00000019186	CYP24A1	2	1	1	3	0	1	1	0	2	0	1	0	0	1
ENSG00000019485	PRDM11	113	102	81	154	88	75	103	71	170	33	62	177	85	29
ENSG00000019505	SYT13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000019549	SNAI2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000019582	CD74	42311	39415	50844	42367	38567	43783	28599	39515	34630	31003	48941	38467	51307	17320
ENSG00000019991	HGF	80	66	38	91	51	30	78	56	58	14	21	113	40	6
ENSG00000019995	ZRANB1	219	178	187	283	221	140	198	167	323	41	72	312	129	43
ENSG00000020129	NCDN	431	316	323	318	255	274	177	187	537	224	250	476	299	156
ENSG00000020181	ADGRA2	67	41	58	70	71	44	43	44	111	17	33	119	39	9
ENSG00000020219	CCT8L1P	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000020256	ZFP64	93	96	108	160	115	66	92	114	179	56	69	176	113	23
ENSG00000020426	MNAT1	20	14	11	26	27	26	17	9	15	9	8	32	11	12
ENSG00000020577	SAMD4A	39	36	37	55	49	65	33	35	49	10	35	70	112	14
ENSG00000020633	RUNX3	2283	1689	1735	3302	1638	1770	1484	1621	3389	999	1375	4113	2002	768
ENSG00000020922	MRE11	455	264	326	623	292	253	411	229	426	83	135	544	175	90
ENSG00000021300	PLEKHB1	494	344	217	459	249	298	372	203	596	266	373	429	220	137
ENSG00000021355	SERPINB1	3014	2008	2680	2372	1968	1915	1727	4091	2298	1579	1205	2729	2437	1359
ENSG00000021461	CYP3A43	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000021488	SLC7A9	2	2	2	3	4	0	4	5	5	0	2	0	2	3
ENSG00000021574	SPAST	408	220	316	457	333	168	355	226	415	43	110	629	182	52
ENSG00000021645	NRXN3	2	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000021762	OSBPL5	394	484	520	784	331	395	276	453	762	369	359	1221	736	266
ENSG00000021776	AQR	911	408	648	879	531	426	638	344	760	84	241	869	397	75
ENSG00000021826	CPS1	2	1	0	3	0	3	3	0	1	0	0	5	1	0
ENSG00000021852	C8B	4	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000022267	FHL1	381	143	209	237	118	178	168	174	295	57	108	264	102	29
ENSG00000022277	RTF2	2094	1380	1751	1604	1504	1369	957	2351	1769	2197	1006	2121	1530	1441
ENSG00000022355	GABRA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000022556	NLRP2	62	121	23	71	84	34	103	49	227	65	120	111	29	22
ENSG00000022567	SLC45A4	2256	2797	2301	1759	1632	1045	1451	2843	3484	2503	1090	4161	1470	1188
ENSG00000022840	RNF10	5675	4488	6075	4222	4106	5225	4584	5294	6588	2190	3280	5508	4433	2078
ENSG00000022976	ZNF839	231	179	159	230	144	152	103	148	321	88	118	287	139	59
ENSG00000023041	ZDHHC6	598	332	455	576	442	306	419	340	472	158	195	552	283	96
ENSG00000023171	GRAMD1B	362	183	260	320	229	290	216	239	343	120	196	312	372	104
ENSG00000023191	RNH1	2014	1654	1902	1630	1355	1709	1229	1585	2498	1925	1653	2484	1849	1133
ENSG00000023228	NDUFS1	594	411	495	868	504	371	551	417	693	127	306	808	360	97
ENSG00000023287	RB1CC1	410	233	358	655	434	182	499	182	498	42	64	903	195	29
ENSG00000023318	ERP44	1314	797	1081	1107	944	813	624	1078	951	303	607	979	1019	218
ENSG00000023330	ALAS1	761	615	704	543	512	464	397	596	745	293	404	715	511	174
ENSG00000023445	BIRC3	755	485	622	1171	767	638	1242	234	1130	98	239	1396	387	107
ENSG00000023516	AKAP11	410	247	300	721	364	220	536	161	607	42	140	923	176	24
ENSG00000023572	GLRX2	175	93	110	153	116	80	123	51	145	51	37	235	71	41
ENSG00000023608	SNAPC1	24	12	16	16	24	9	26	10	23	18	6	31	12	3
ENSG00000023697	DERA	190	99	158	145	120	113	128	129	136	58	106	168	114	30
ENSG00000023734	STRAP	600	321	538	592	474	405	440	366	510	112	325	616	353	97
ENSG00000023839	ABCC2	54	38	58	76	34	20	44	47	70	5	39	70	29	16
ENSG00000023892	DEF6	4141	3550	3357	3377	2685	2836	2124	3797	5480	4784	3125	4491	3058	2892
ENSG00000023902	PLEKHO1	3863	2754	3717	2127	2200	3000	1683	2789	3919	5851	3126	4156	3766	2853
ENSG00000023909	GCLM	118	90	133	211	124	99	147	110	180	46	57	236	85	35
ENSG00000024048	UBR2	3688	2006	2601	2544	1794	1514	2218	1895	3231	734	824	3858	1370	499
ENSG00000024422	EHD2	2	1	6	2	3	6	4	2	3	7	2	16	3	1
ENSG00000024526	DEPDC1	0	0	1	1	4	0	2	0	0	4	3	2	2	0
ENSG00000024862	CCDC28A	482	287	399	418	311	272	336	464	390	195	229	506	240	139
ENSG00000025039	RRAGD	250	231	277	201	240	132	177	147	303	62	126	342	130	49
ENSG00000025156	HSF2	142	67	60	130	81	76	102	40	102	13	39	121	64	6
ENSG00000025293	PHF20	945	643	759	996	664	486	778	502	1113	225	338	1409	456	177
ENSG00000025423	HSD17B6	3	5	2	4	8	3	6	0	6	0	8	10	0	2
ENSG00000025434	NR1H3	108	84	85	86	54	117	57	76	90	139	71	105	83	58
ENSG00000025708	TYMP	4825	5049	3658	2695	2710	5139	1831	7209	8520	11128	5711	7086	10237	5987
ENSG00000025770	NCAPH2	446	375	392	438	337	351	290	350	603	638	422	546	368	385
ENSG00000025772	TOMM34	273	168	155	244	185	183	190	182	260	161	113	260	185	66
ENSG00000025796	SEC63	507	322	392	637	451	349	482	231	524	62	188	634	292	61
ENSG00000025800	KPNA6	1125	849	923	1212	792	750	746	728	1283	431	561	1332	724	266
ENSG00000026025	VIM	12267	9259	11276	9597	6526	7758	7277	14212	9719	7928	8063	8620	6121	3825
ENSG00000026036	RTEL1-TNFRSF6B	40	38	34	32	28	27	24	19	66	26	22	70	48	19
ENSG00000026103	FAS	693	259	470	404	325	400	342	224	331	61	120	496	222	70
ENSG00000026297	RNASET2	7140	5673	4827	4952	3511	4102	2900	6404	11716	11899	3435	8772	4898	2754
ENSG00000026508	CD44	9497	5960	6889	8496	5651	5877	6403	6783	7708	1766	4019	7605	4626	1413
ENSG00000026559	KCNG1	28	35	72	38	52	33	38	5	34	56	46	22	26	30
ENSG00000026652	AGPAT4	188	127	134	309	138	120	134	132	235	82	115	252	133	52
ENSG00000026751	SLAMF7	1046	390	880	1301	799	885	554	481	583	156	419	1046	637	170
ENSG00000026950	BTN3A1	6882	2666	2921	4001	3345	4640	3070	3159	3775	1455	3125	4619	3252	1056
ENSG00000027001	MIPEP	43	43	31	62	54	36	75	20	54	16	54	51	49	10
ENSG00000027075	PRKCH	1705	976	1093	2206	1251	1167	1304	843	2090	262	880	2245	913	229
ENSG00000027644	INSRR	2	0	0	0	0	0	4	1	2	0	0	3	1	3
ENSG00000027697	IFNGR1	2040	1053	2083	1234	1507	910	1244	1214	1338	451	374	2135	1138	434
ENSG00000027847	B4GALT7	331	219	267	266	239	266	256	211	431	293	235	304	311	150
ENSG00000027869	SH2D2A	550	282	363	633	310	600	246	426	625	581	433	658	391	376
ENSG00000028116	VRK2	87	46	68	98	85	45	69	48	60	8	29	81	54	9
ENSG00000028137	TNFRSF1B	18613	15283	14571	13695	9886	10825	7536	16575	20033	15083	9373	22425	12426	8232
ENSG00000028203	VEZT	141	73	84	234	117	78	164	49	134	11	84	226	68	18
ENSG00000028277	POU2F2	1951	2186	1949	1982	1689	1645	1627	1300	3218	2063	1417	3220	1929	1174
ENSG00000028310	BRD9	504	362	371	598	429	366	387	365	633	327	306	672	397	183
ENSG00000028528	SNX1	2066	1624	1704	2303	1650	1536	1580	1603	2228	852	995	2405	1585	483
ENSG00000028839	TBPL1	202	113	140	202	173	114	182	135	158	50	67	190	122	56
ENSG00000029153	ARNTL2	5	4	13	22	9	10	9	0	6	0	5	10	3	2
ENSG00000029363	BCLAF1	1176	628	840	1586	994	634	1280	542	1090	83	291	1751	494	95
ENSG00000029364	SLC39A9	1005	521	736	920	564	522	703	511	760	220	425	990	541	154
ENSG00000029534	ANK1	389	230	331	234	285	267	274	157	566	59	272	385	244	121
ENSG00000029559	IBSP	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000029639	TFB1M	79	53	57	89	63	47	57	44	69	21	65	67	56	34
ENSG00000029725	RABEP1	511	325	421	594	506	251	467	190	458	125	154	719	279	91
ENSG00000029993	HMGB3	20	12	20	28	17	12	9	18	8	12	10	7	5	3
ENSG00000030066	NUP160	619	339	453	680	465	312	571	191	613	85	218	689	272	52
ENSG00000030110	BAK1	466	402	414	416	368	414	205	324	407	691	563	543	596	345
ENSG00000030304	MUSK	1	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000030419	IKZF2	120	77	99	329	172	83	260	68	184	27	59	398	58	11
ENSG00000030582	GRN	10546	11346	12422	8815	9036	8585	5841	10041	15652	12793	8387	13696	10783	4708
ENSG00000031003	FAM13B	582	341	425	755	482	257	489	250	553	70	161	742	256	55
ENSG00000031081	ARHGAP31	287	197	256	289	173	157	257	98	316	63	153	260	246	40
ENSG00000031691	CENPQ	12	5	7	17	10	4	10	4	7	5	1	14	7	0
ENSG00000031698	SARS1	1370	1150	1080	1338	1056	1233	922	1129	1418	1009	1137	1457	1264	623
ENSG00000031823	RANBP3	1477	1072	1034	1231	958	975	848	1047	1665	880	928	1473	934	521
ENSG00000032219	ARID4A	350	220	315	496	323	167	448	192	430	56	82	682	180	69
ENSG00000032389	EIPR1	208	144	216	202	158	163	157	150	212	171	132	209	160	117
ENSG00000032444	PNPLA6	1936	1666	1770	1615	1631	1361	1043	1619	2958	2609	1635	2554	2064	1341
ENSG00000032742	IFT88	66	31	46	71	46	32	54	34	79	11	34	67	35	6
ENSG00000033011	ALG1	155	119	119	162	141	134	96	92	188	106	110	168	130	73
ENSG00000033030	ZCCHC8	438	300	323	558	388	317	366	253	465	89	214	527	234	62
ENSG00000033050	ABCF2	190	121	137	179	137	124	91	81	178	103	135	189	144	88
ENSG00000033100	CHPF2	1323	1177	1177	1068	964	838	698	1153	2225	926	693	1981	934	540
ENSG00000033122	LRRC7	13	3	3	20	9	0	30	5	6	2	5	19	2	1
ENSG00000033170	FUT8	114	85	60	167	90	89	137	38	165	14	73	162	77	26
ENSG00000033178	UBA6	418	188	263	463	367	189	420	151	390	45	100	538	168	24
ENSG00000033327	GAB2	3375	3141	2854	2889	2257	1859	2016	3719	4119	1253	1437	4714	1897	791
ENSG00000033627	ATP6V0A1	1726	1119	1809	1132	1024	1026	761	1175	1842	1463	1045	1684	895	750
ENSG00000033800	PIAS1	1649	1104	1242	1462	1086	723	958	1145	1284	772	515	1749	826	452
ENSG00000033867	SLC4A7	199	115	139	512	228	100	386	87	318	21	59	530	63	14
ENSG00000034053	APBA2	473	517	250	434	330	343	345	235	818	183	527	687	330	263
ENSG00000034152	MAP2K3	3556	3306	3716	2911	2397	2425	2240	4499	4701	3130	2280	4315	2564	1798
ENSG00000034239	EFCAB1	6	2	1	1	0	0	0	0	5	13	5	16	1	0
ENSG00000034510	TMSB10	6687	3329	5192	3972	4210	4569	3524	4882	2359	3659	4874	2136	6006	2986
ENSG00000034533	ASTE1	197	100	127	208	155	103	143	104	172	66	72	202	133	42
ENSG00000034677	RNF19A	444	231	271	708	359	211	508	168	548	53	139	789	186	35
ENSG00000034693	PEX3	41	33	33	58	55	32	53	29	56	11	35	65	42	15
ENSG00000034713	GABARAPL2	1465	769	1101	977	898	670	704	988	1071	603	519	1285	692	412
ENSG00000034971	MYOC	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000035115	SH3YL1	213	263	133	273	205	202	283	124	356	41	159	381	142	67
ENSG00000035141	FAM136A	139	133	125	193	164	139	144	137	228	82	100	257	122	47
ENSG00000035403	VCL	3184	1821	2388	3065	1876	1516	1869	1524	2614	628	996	3237	1617	413
ENSG00000035499	DEPDC1B	4	2	4	6	8	3	3	0	3	0	7	3	1	1
ENSG00000035664	DAPK2	1150	1014	1093	1128	952	474	578	1243	1928	1560	693	2071	778	708
ENSG00000035681	NSMAF	744	476	778	869	617	483	634	452	705	118	300	773	448	118
ENSG00000035687	ADSS2	621	332	524	745	513	361	561	210	550	125	230	860	346	76
ENSG00000035720	STAP1	41	38	64	57	72	41	59	21	46	32	33	52	49	26
ENSG00000035862	TIMP2	2789	2844	2350	2811	1463	1641	1974	2853	4457	1731	1478	5026	1568	918
ENSG00000035928	RFC1	478	272	379	627	400	274	497	245	486	96	181	590	269	82
ENSG00000036054	TBC1D23	299	172	270	366	249	136	295	132	299	45	83	527	154	28
ENSG00000036257	CUL3	899	555	811	974	709	484	723	566	1016	170	280	1290	423	119
ENSG00000036448	MYOM2	460	13	26	42	81	24	35	9	45	7	19	49	1120	146
ENSG00000036473	OTC	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000036530	CYP46A1	2	5	2	8	2	3	1	2	10	6	3	11	0	3
ENSG00000036549	ZZZ3	221	97	146	289	186	103	235	61	234	5	65	370	77	10
ENSG00000036565	SLC18A1	17	9	4	3	3	10	1	3	3	7	9	11	2	2
ENSG00000036672	USP2	2	0	1	3	2	0	1	0	2	0	0	3	0	0
ENSG00000036828	CASR	10	0	1	1	1	0	0	0	5	6	1	0	0	0
ENSG00000037042	TUBG2	85	63	70	91	71	61	66	60	103	80	53	101	83	46
ENSG00000037241	RPL26L1	10	5	11	6	5	2	5	0	10	7	3	4	9	7
ENSG00000037280	FLT4	90	135	19	113	92	49	53	39	105	57	48	222	41	15
ENSG00000037474	NSUN2	704	564	610	1054	609	447	627	415	889	112	360	938	525	99
ENSG00000037637	FBXO42	742	520	556	674	473	429	423	544	747	316	341	726	420	160
ENSG00000037749	MFAP3	136	99	117	236	139	77	158	94	207	21	45	278	60	8
ENSG00000037757	MRI1	183	161	187	223	148	108	173	104	213	56	99	384	126	32
ENSG00000037897	METTL1	43	37	39	45	41	38	33	24	39	44	50	45	38	21
ENSG00000037965	HOXC8	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000038002	AGA	187	96	134	227	189	114	131	74	166	39	68	122	103	35
ENSG00000038210	PI4K2B	71	32	53	87	83	47	99	21	97	6	22	137	58	3
ENSG00000038219	BOD1L1	1762	1212	1551	2403	1322	850	1772	984	2704	401	526	3971	718	300
ENSG00000038274	MAT2B	1967	1231	1444	2470	1577	1299	1636	1198	1968	371	735	2341	1123	234
ENSG00000038295	TLL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000038358	EDC4	1064	862	839	896	697	731	623	636	1392	509	592	1130	820	268
ENSG00000038382	TRIO	238	242	239	440	264	166	414	125	434	42	121	492	184	34
ENSG00000038427	VCAN	6146	3936	6401	5378	3153	2440	5818	3543	4411	665	1669	9870	3589	387
ENSG00000038532	CLEC16A	528	446	469	578	346	321	381	346	749	311	363	806	352	157
ENSG00000038945	MSR1	13	46	17	48	22	9	38	55	38	13	49	25	101	17
ENSG00000039068	CDH1	6	3	9	11	1	4	10	1	19	8	14	3	6	0
ENSG00000039123	MTREX	355	135	310	345	299	172	294	108	189	35	68	432	233	55
ENSG00000039139	DNAH5	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000039319	ZFYVE16	424	268	372	590	386	168	495	212	495	63	69	953	131	52
ENSG00000039523	RIPOR1	1177	1370	1289	955	915	871	667	990	1745	1040	801	1689	1014	434
ENSG00000039537	C6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000039560	RAI14	12	1	5	9	0	6	4	0	5	0	0	4	5	0
ENSG00000039600	SOX30	2	2	0	1	2	0	6	1	6	0	4	6	0	1
ENSG00000039650	PNKP	618	589	555	569	529	498	327	541	1207	749	363	973	553	439
ENSG00000039987	BEST2	1	1	0	1	0	1	0	0	0	1	0	5	0	2
ENSG00000040199	PHLPP2	98	63	67	183	108	61	133	34	124	11	36	158	48	2
ENSG00000040275	SPDL1	31	17	21	52	29	26	65	12	30	5	10	45	19	3
ENSG00000040341	STAU2	222	111	137	252	147	94	137	85	153	13	60	260	110	39
ENSG00000040487	SLC66A1	149	132	140	125	132	107	96	138	250	172	145	188	125	106
ENSG00000040531	CTNS	343	233	243	298	227	184	192	247	344	218	244	285	213	98
ENSG00000040608	RTN4R	24	19	20	21	22	22	18	4	56	18	30	50	41	22
ENSG00000040633	PHF23	961	654	688	670	653	657	480	775	858	631	575	1074	661	439
ENSG00000040731	CDH10	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000040933	INPP4A	1874	1426	1328	2450	1382	1027	1650	1184	2749	496	931	2950	991	312
ENSG00000041353	RAB27B	159	52	89	174	78	64	107	51	107	2	24	160	42	23
ENSG00000041357	PSMA4	336	155	299	232	216	194	183	133	213	93	128	285	254	121
ENSG00000041515	MYO16	0	7	9	1	1	0	1	7	8	2	0	5	5	1
ENSG00000041802	LSG1	535	307	332	531	476	438	367	198	790	88	299	491	377	75
ENSG00000041880	PARP3	193	92	135	132	101	138	89	103	163	48	121	168	122	60
ENSG00000041982	TNC	0	4	4	0	2	1	4	4	1	2	0	5	0	0
ENSG00000041988	THAP3	167	137	127	121	101	132	72	141	190	148	93	159	145	109
ENSG00000042062	RIPOR3	29	27	26	56	20	21	25	9	64	46	21	55	23	33
ENSG00000042088	TDP1	373	221	232	304	224	196	240	148	298	60	136	321	173	71
ENSG00000042286	AIFM2	76	88	65	85	56	69	64	48	106	58	54	135	58	31
ENSG00000042304	C2orf83	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000042317	SPATA7	24	2	19	17	18	7	16	13	12	0	19	11	11	1
ENSG00000042429	MED17	105	78	70	118	89	78	89	60	151	41	40	177	47	25
ENSG00000042445	RETSAT	402	271	215	329	330	190	209	179	417	75	198	461	250	81
ENSG00000042493	CAPG	1031	1070	1475	1076	1216	758	682	1410	1385	1848	1071	1065	1622	1042
ENSG00000042753	AP2S1	644	504	727	607	547	634	486	679	647	975	701	671	656	612
ENSG00000042781	USH2A	0	0	1	1	0	0	1	0	0	0	0	0	0	1
ENSG00000042813	ZPBP	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000042832	TG	25	22	30	9	13	11	18	20	54	16	8	37	19	12
ENSG00000042980	ADAM28	190	173	238	309	221	170	373	135	192	89	172	406	134	64
ENSG00000043039	BARX2	0	0	0	0	0	1	0	0	1	0	2	0	0	0
ENSG00000043093	DCUN1D1	295	146	217	273	243	120	252	158	275	45	90	362	147	61
ENSG00000043143	JADE2	1864	1367	1228	2093	1293	1338	1424	972	2553	669	1129	2285	1212	452
ENSG00000043355	ZIC2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000043462	LCP2	6132	4308	4789	5304	3668	4062	3579	4548	6534	1713	2789	5737	3379	1017
ENSG00000043514	TRIT1	163	107	104	211	107	119	125	107	133	12	71	202	107	26
ENSG00000043591	ADRB1	5	3	2	4	9	2	2	3	10	0	1	2	7	1
ENSG00000044012	GUCA2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000044090	CUL7	327	282	272	257	226	284	202	191	419	225	201	331	250	166
ENSG00000044115	CTNNA1	1833	1163	1342	1520	1252	1062	780	1550	1864	498	874	1805	1153	356
ENSG00000044446	PHKA2	1207	745	884	936	744	593	561	970	1115	523	522	1086	642	319
ENSG00000044459	CNTLN	19	16	29	32	26	17	28	8	25	7	10	36	12	5
ENSG00000044524	EPHA3	0	0	0	1	0	0	0	0	0	0	0	1	0	0
ENSG00000044574	HSPA5	3152	2326	2508	2846	2242	2172	1680	2421	3213	683	1607	3103	2124	460
ENSG00000046604	DSG2	3	1	2	1	3	0	5	0	3	1	0	3	3	0
ENSG00000046647	GEMIN8	113	60	76	110	93	83	70	72	121	57	55	139	83	31
ENSG00000046651	OFD1	527	394	360	716	421	427	538	273	612	106	206	765	223	71
ENSG00000046653	GPM6B	37	32	20	80	32	17	66	17	67	6	8	60	22	2
ENSG00000046774	MAGEC2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
